date,office,district,race_type,party,special,url,reporting_level,jurisdiction,has_statewide_contests,needs_preprocessing,needs_review,skip,raw_extracted_filename,parent_zipfile,filename,notes
2008-08-19,,,primary,,,"https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008PrimaryPrecinctData/Documents/Benton prec results (RV incomplete), cast.xls",precinct,Benton,,,,,,,"Benton prec results (RV incomplete), cast.xls",
2008-08-19,,,primary,,,"https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008PrimaryPrecinctData/Documents/Chelan prec results with RV, cast.xls",precinct,Chelan,,,,,,,"Chelan prec results with RV, cast.xls",
2008-08-19,,,primary,,,"https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008PrimaryPrecinctData/Documents/Clallam precinct results with RV, cast.xls",precinct,Clallam,,,,,,,"Clallam precinct results with RV, cast.xls",
2008-08-19,,,primary,,,"https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008PrimaryPrecinctData/Documents/Clark prec results with RV, cast.xls",precinct,Clark,,,,,,,"Clark prec results with RV, cast.xls",
2008-08-19,,,primary,,,"https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008PrimaryPrecinctData/Documents/Columbia prec results with RV, cast.xls",precinct,Columbia,,,,,,,"Columbia prec results with RV, cast.xls",
2008-08-19,,,primary,,,"https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008PrimaryPrecinctData/Documents/Cowlitz prec results with RV, cast.xls",precinct,Cowlitz,,,,,,,"Cowlitz prec results with RV, cast.xls",
2008-08-19,,,primary,,,"https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008PrimaryPrecinctData/Documents/Douglas prec results with RV, cast.xls",precinct,Douglas,,,,,,,"Douglas prec results with RV, cast.xls",
2008-08-19,,,primary,,,"https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008PrimaryPrecinctData/Documents/Ferry prec results with RV, cast.xls",precinct,Ferry,,,,,,,"Ferry prec results with RV, cast.xls",
2008-08-19,,,primary,,,"https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008PrimaryPrecinctData/Documents/Franklin prec results with RV, cast, Leg Dist.xls",precinct,Franklin,,,,,,,"Franklin prec results with RV, cast, Leg Dist.xls",
2008-08-19,,,primary,,,"https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008PrimaryPrecinctData/Documents/Garfield prec results with RV, cast.xls",precinct,Garfield,,,,,,,"Garfield prec results with RV, cast.xls",
2008-08-19,,,primary,,,"https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008PrimaryPrecinctData/Documents/Grant prec results with RV, cast, write-in.xls",precinct,Grant,,,,,,,"Grant prec results with RV, cast, write-in.xls",
2008-08-19,,,primary,,,"https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008PrimaryPrecinctData/Documents/Grays Harbor prec results with RV, cast.xls",precinct,Grays Harbor,,,,,,,"Grays Harbor prec results with RV, cast.xls",
2008-08-19,,,primary,,,"https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008PrimaryPrecinctData/Documents/Island prec results with RV, cast.xls",precinct,Island,,,,,,,"Island prec results with RV, cast.xls",
2008-08-19,,,primary,,,"https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008PrimaryPrecinctData/Documents/Jefferson prec results with RV, cast.xls",precinct,Jefferson,,,,,,,"Jefferson prec results with RV, cast.xls",
2008-08-19,,,primary,,,"https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008PrimaryPrecinctData/Documents/King prec results with RV, cast.zip",precinct,King,,TRUE,,,CumulativeCanvass.txt,,"King prec results with RV, cast.zip",
2008-08-19,,,primary,,,"https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008PrimaryPrecinctData/Documents/Kitsap prec results with RV, cast.xls",precinct,Kitsap,,,,,,,"Kitsap prec results with RV, cast.xls",
2008-08-19,,,primary,,,"https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008PrimaryPrecinctData/Documents/Kittitas prec results with RV, cast.xls",precinct,Kittitas,,,,,,,"Kittitas prec results with RV, cast.xls",
2008-08-19,,,primary,,,"https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008PrimaryPrecinctData/Documents/Klickitat prec results with RV, cast.xls",precinct,Klickitat,,,,,,,"Klickitat prec results with RV, cast.xls",
2008-08-19,,,primary,,,"https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008PrimaryPrecinctData/Documents/Lewis prec results with RV, cast.xls",precinct,Lewis,,,,,,,"Lewis prec results with RV, cast.xls",
2008-08-19,,,primary,,,"https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008PrimaryPrecinctData/Documents/Lincoln prec results with RV, cast.xls",precinct,Lincoln,,,,,,,"Lincoln prec results with RV, cast.xls",
2008-08-19,,,primary,,,"https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008PrimaryPrecinctData/Documents/Mason prec results, cast (No RV).xls",precinct,Mason,,,,,,,"Mason prec results, cast (No RV).xls",
2008-08-19,,,primary,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008PrimaryPrecinctData/Documents/Mason RV by precinct.pdf,precinct,Mason,,,,TRUE,,,Mason RV by precinct.pdf,
2008-08-19,,,primary,,,"https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008PrimaryPrecinctData/Documents/Okanogan prec results with RV, cast, Leg Dist.xls",precinct,Okanogan,,,,,,,"Okanogan prec results with RV, cast, Leg Dist.xls",
2008-08-19,,,primary,,,"https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008PrimaryPrecinctData/Documents/Pacific prec results with RV, cast.xls",precinct,Pacific,,,,,,,"Pacific prec results with RV, cast.xls",
2008-08-19,,,primary,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008PrimaryPrecinctData/Documents/Pend Oreille prec results with cast (no RV).xls,precinct,Pend Oreille,,,,,,,Pend Oreille prec results with cast (no RV).xls,
2008-08-19,,,primary,,,"https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008PrimaryPrecinctData/Documents/Pierce prec results with RV, cast.pdf",precinct,Pierce,,TRUE,,TRUE,,,"Pierce prec results with RV, cast.pdf","Appears to be PDF version of  Pierce prec results with RV, cast.xls"
2008-08-19,,,primary,,,"https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008PrimaryPrecinctData/Documents/Pierce prec results with RV, cast.xls",precinct,Pierce,,,,,,,"Pierce prec results with RV, cast.xls",
2008-08-19,,,primary,,,"https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008PrimaryPrecinctData/Documents/San Juan prec results with RV, cast.xls",precinct,San Juan,,,,,,,"San Juan prec results with RV, cast.xls",
2008-08-19,,,primary,,,"https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008PrimaryPrecinctData/Documents/Skagit prec results with RV, cast.xls",precinct,Skagit,,,,,,,"Skagit prec results with RV, cast.xls",
2008-08-19,,,primary,,,"https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008PrimaryPrecinctData/Documents/Skamania prec results with RV, cast.xls",precinct,Skamania,,,,,,,"Skamania prec results with RV, cast.xls",
2008-08-19,,,primary,,,"https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008PrimaryPrecinctData/Documents/Snohomish prec results with RV, cast.pdf",precinct,Snohomish,,TRUE,,,,,"Snohomish prec results with RV, cast.pdf",
2008-08-19,,,primary,,,"https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008PrimaryPrecinctData/Documents/Spokane prec results with RV, cast.xls",precinct,Spokane,,,,,,,"Spokane prec results with RV, cast.xls",
2008-08-19,,,primary,,,"https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008PrimaryPrecinctData/Documents/Stevens prec results with RV, cast.xls",precinct,Stevens,,,,,,,"Stevens prec results with RV, cast.xls",
2008-08-19,,,primary,,,"https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008PrimaryPrecinctData/Documents/Thurston prec results with RV, cast",precinct,Thurston,,,,,,,"Thurston prec results with RV, cast",
2008-08-19,,,primary,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008PrimaryPrecinctData/Documents/Wahkiakum prec results.xls,precinct,Wahkiakum,,,,,,,Wahkiakum prec results.xls,
2008-08-19,,,primary,,,"https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008PrimaryPrecinctData/Documents/Walla Walla prec results, cast (no RV).xls",precinct,Walla Walla,,,,,,,"Walla Walla prec results, cast (no RV).xls",
2008-08-19,,,primary,,,"https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008PrimaryPrecinctData/Documents/Whatcom prec results with RV, cast.xls",precinct,Whatcom,,,,,,,"Whatcom prec results with RV, cast.xls",
2008-08-19,,,primary,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008PrimaryPrecinctData/Documents/Whitman prec results with cast (no RV).xls,precinct,Whitman,,,,,,,Whitman prec results with cast (no RV).xls,
2008-08-19,,,primary,,,"https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008PrimaryPrecinctData/Documents/Yakima prec results with RV, cast.xls",precinct,Yakima,,,,,,,"Yakima prec results with RV, cast.xls",
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/previouselections/documents/2008/cong%20raw%20data.xls,congressional_district,,,,,,,,,
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/previouselections/documents/2008/gen08%20leg%20raw%20data(corrected.2011.aug).xls,state_legislative,,,,,,,,,
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/previouselections/2008/2008generaldata/documents/2008gen.abstract-ctwn(37ctys).xls,precinct,,,,,,,,,
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,Adams,,,TRUE,,Adams Gen08 from county website.xls,2008Gen by-precinct data (by county)/Adams Gen08 from county website.zip,,Need to decide which of the multiple files for this county is the best to load.
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,Adams,,,TRUE,,"Adams Gen08 prec results; RV, cast on sheet 2.xls","2008Gen by-precinct data (by county)/Adams Gen08 prec results; RV, cast on sheet 2.zip",,Need to decide which of the multiple files for this county is the best to load.
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,Asotin,,,,,"Asotin Gen08 prec results, RV, cast.xls","2008Gen by-precinct data (by county)/Asotin Gen08 prec results, RV, cast.zip",,
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,Benton,,,,,"Benton Gen08 prec results,RV, cast.xls","2008Gen by-precinct data (by county)/Benton Gen08 prec results,RV, cast.zip",,
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,Chelan,,,,,"Chelan Gen08 prec results, RV, cast.xls","2008Gen by-precinct data (by county)/Chelan Gen08 prec results, RV, cast.zip",,
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,Clallam,,,,,"Clallam Gen08 prec results, RV, cast.xls","2008Gen by-precinct data (by county)/Clallam Gen08 prec results, RV, cast.zip",,
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,Clark,,,,,"Clark Gen08 prec results, RV, cast.xls","2008Gen by-precinct data (by county)/Clark Gen08 prec results, RV, cast.zip",,
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,Columbia,,,,,"Columbia Gen08 prec results, RV, cast.xls","2008Gen by-precinct data (by county)/Columbia Gen08 prec results, RV, cast.zip",,
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,Cowlitz,,,,,"Cowlitz Gen08 prec results, RV, cast.xls","2008Gen by-precinct data (by county)/Cowlitz Gen08 prec results, RV, cast.zip",,
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,Douglas,,,,,"Douglas Gen08 prec results, RV, cast.xls","2008Gen by-precinct data (by county)/Douglas Gen08 prec results, RV, cast.zip",,
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,Ferry,,,,,"Ferry Gen08 prec results, RV, cast.xls","2008Gen by-precinct data (by county)/Ferry Gen08 prec results, RV, cast.zip",,
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,Franklin,,,,,"Franklin Gen08 prec results, RV, cast(updated 2011.Aug).xls","2008Gen by-precinct data (by county)/Franklin Gen08 prec results, RV, cast(updated 2011.Aug).xls.zip",,
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,Garfield,,,,,"Garfield Gen08 prec results, RV, cast.xls","2008Gen by-precinct data (by county)/Garfield Gen08 prec results, RV, cast.zip",,
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,Grant,,,,,"Grant Gen08 prec results, RV, cast.xls","2008Gen by-precinct data (by county)/Grant Gen08 prec results, RV, cast.zip",,
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,Grays Harbor,,,,,"Grays Harbor Gen08 prec results, RV, cast.xls","2008Gen by-precinct data (by county)/Grays Harbor Gen08 prec results, RV, cast.zip",,
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,Island,,,,,"Island Gen08 prec results, RV, cast.xls","2008Gen by-precinct data (by county)/Island Gen08 prec results, RV, cast.zip",,
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,Jefferson,,,,,"Jefferson Gen08 prec results, RV, cast.xls","2008Gen by-precinct data (by county)/Jefferson Gen08 prec results, RV, cast.zip",,
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,King,,TRUE,,,KI Gen08 precinct with Cong & Leg.mdb,2008Gen by-precinct data (by county)/King Gen08 precinct with Cong and Leg.zip,,
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,Kitsap,,,TRUE,,"Kitsap Gen08 prec results, RV, cast.xls","2008Gen by-precinct data (by county)/Kitsap Gen08 prec results, RV, cast.zip",,Need to decide which of the multiple files for this county is the best to load.
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,Kitsap,,,TRUE,,Kitsap Gen08 prec with leg-cong breakdowns.xls,2008Gen by-precinct data (by county)/Kitsap Gen08 prec with leg-cong breakdowns.zip,,Need to decide which of the multiple files for this county is the best to load.
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,Kittitas,,,TRUE,,Kittitas Gen08 prec results from county website.xls,2008Gen by-precinct data (by county)/Kittitas Gen08 prec results from county website.zip,,Need to decide which of the multiple files for this county is the best to load.
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,Kittitas,,,TRUE,,"Kittitas Gen08 prec results, RV, cast.xls","2008Gen by-precinct data (by county)/Kittitas Gen08 prec results, RV, cast.zip",,Need to decide which of the multiple files for this county is the best to load.
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,Klickitat,,,,,"Klickitat Gen08 prec results, RV, cast.xls","2008Gen by-precinct data (by county)/Klickitat Gen08 prec results, RV, cast.zip",,
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,Lewis,,,,,"Lewis Gen08 prec results, RV, cast.xls","2008Gen by-precinct data (by county)/Lewis Gen08 prec results, RV, cast.zip",,
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,Lincoln,,,,,"Lincoln Gen08 prec results, RV, cast.xls","2008Gen by-precinct data (by county)/Lincoln Gen08 prec results, RV, cast.zip",,
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,Mason,,,,,"Mason Gen08 prec results, RV, cast.xls","2008Gen by-precinct data (by county)/Mason Gen08 prec results, RV, cast.zip",,
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,Okanogan,,,,,"Okanogan Gen08 prec results, RV, cast.xls","2008Gen by-precinct data (by county)/Okanogan Gen08 prec results, RV, cast.zip",,
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,Pacific,,,,,"Pacific Gen08 prec results, RV, cast.xls","2008Gen by-precinct data (by county)/Pacific Gen08 prec results, RV, cast.zip",,
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,Pend Oreille,,,,,"Pend Oreille prec results, cast, no RV.xls","2008Gen by-precinct data (by county)/Pend Oreille prec results, cast, no RV.zip",,
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,Pierce,,,TRUE,,Pierce Gen08 Cong-Leg breakdown.xls,2008Gen by-precinct data (by county)/Pierce Gen08 Cong-Leg breakdown.zip,,Need to decide which of the multiple files for this county is the best to load.
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,Pierce,,,TRUE,,"Pierce Gen08 prec results with RV,cast; secrecy.xls","2008Gen by-precinct data (by county)/Pierce Gen08 prec results with RV,cast; secrecy.zip",,Need to decide which of the multiple files for this county is the best to load.
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,San Juan,,,,,"San Juan Gen08 prec results, RV, cast.xls","2008Gen by-precinct data (by county)/San Juan Gen08 prec results, RV, cast.zip",,
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,Skagit,,,,,"Skagit Gen08 prec results, cast, No RV.xls","2008Gen by-precinct data (by county)/Skagit Gen08 prec results, cast, No RV.zip",,
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,Skamania,,,,,"Skamania Gen08 prec results, RV, cast.xls","2008Gen by-precinct data (by county)/Skamania Gen08 prec results, RV, cast.zip",,
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,Snohomish,,,,,"Snohomish Gen08 prec results, RV, cast.xls","2008Gen by-precinct data (by county)/Snohomish Gen08 prec results, RV, cast.zip",,
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,Spokane,,,,,"Spokane Gen08 prec with RV, cast.xls","2008Gen by-precinct data (by county)/Spokane Gen08 prec with RV, cast.zip",,
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,Stevens,,,,,"Stevens Gen08 prec results, RV, cast.xls","2008Gen by-precinct data (by county)/Stevens Gen08 prec results, RV, cast.zip",,
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,Thurston,,,,,"Thurston Gen08 prec with RV, cast.xls","2008Gen by-precinct data (by county)/Thurston Gen08 prec with RV, cast.zip",,
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,Wahkiakum,,,TRUE,,Wahkiakum Gen08 prec results.xls,2008Gen by-precinct data (by county)/Wahkiakum Gen08 prec results.zip,,Need to decide which of the multiple files for this county is the best to load.
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,Wahkiakum,,,TRUE,,"Wahkiakum Gen08 RV, cast.xls","2008Gen by-precinct data (by county)/Wahkiakum Gen08 RV, cast.zip",,Need to decide which of the multiple files for this county is the best to load.
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,Walla Walla,,,,,"Walla Walla Gen08 prec results, RV, cast.xls","2008Gen by-precinct data (by county)/Walla Walla Gen08 prec results, RV, cast.zip",,
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,Whatcom,,,,,"Whatcom Gen08 prec results with RV, cast.xls","2008Gen by-precinct data (by county)/Whatcom Gen08 prec results with RV, cast.zip",,
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,Whitman,,,,,"Whitman Gen08 prec results, cast.xls","2008Gen by-precinct data (by county)/Whitman Gen08 prec results, cast.zip",,
2008-11-04,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2008/2008GeneralData/Documents/2008Gen%20by-precinct%20data%20(by%20county).zip,precinct,Yakima,,,,,"Yakima Gen08 prec results, RV, cast.xls","2008Gen by-precinct data (by county)/Yakima Gen08 prec results, RV, cast.zip",,
2009-11-03,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2009/GeneralElection/Data/Documents/2009Gen%20by-precinct%20data%20(by%20county).zip,precinct,Adams,,,,,"Adams Gen09 prec results, RV- cast on sheet2.xls","2008Gen by-precinct data (by county)/Adams Gen09 prec results, RV- cast on sheet2.zip",,
2009-11-03,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2009/GeneralElection/Data/Documents/2009Gen%20by-precinct%20data%20(by%20county).zip,precinct,Asotin,,,,,"Asotin Gen09 prec results, RV, cast.xls","2008Gen by-precinct data (by county)/Asotin Gen09 prec results, RV, cast.zip",,
2009-11-03,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2009/GeneralElection/Data/Documents/2009Gen%20by-precinct%20data%20(by%20county).zip,precinct,Benton,,,,,"Benton Gen09 prec results, cast, RV on sheet2.xls","2008Gen by-precinct data (by county)/Benton Gen09 prec results, cast, RV on sheet2.zip",,
2009-11-03,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2009/GeneralElection/Data/Documents/2009Gen%20by-precinct%20data%20(by%20county).zip,precinct,Chelan,,,,,"Chelan Gen09 prec results, cast, RV on sheet2.xls","2008Gen by-precinct data (by county)/Chelan Gen09 prec results, cast, RV on sheet2.zip",,
2009-11-03,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2009/GeneralElection/Data/Documents/2009Gen%20by-precinct%20data%20(by%20county).zip,precinct,Clallam,,,,,"Clallam Gen09 prec results, cast, RV on sheet2.xls","2008Gen by-precinct data (by county)/Clallam Gen09 prec results, cast, RV on sheet2.zip",,
2009-11-03,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2009/GeneralElection/Data/Documents/2009Gen%20by-precinct%20data%20(by%20county).zip,precinct,Clark,,,,,Clark Gen09 prec results with Leg from website.xls,"2008Gen by-precinct data (by county)/Clark Gen09 prec results, cast, RV on sheet2.zip",,
2009-11-03,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2009/GeneralElection/Data/Documents/2009Gen%20by-precinct%20data%20(by%20county).zip,precinct,Clark,,,,,"Clark Gen09 prec results, cast, RV on sheet2.xls",2008Gen by-precinct data (by county)/Clark Gen09 prec results with Leg from website.zip,,
