date,race_type,county,party,special,url,raw_extracted_filename,path
2000-08-22,primary,Uinta,D,,,UI-D-2000.xlsx,
2000-08-22,primary,Washakie,D,,,WA-D-2000.xlsx,
2000-08-22,primary,Weston,D,,,WE-D-2000.xlsx,
2000-08-22,primary,Albany,R,,,AL-R-2000.xlsx,
2000-08-22,primary,Big Horn,R,,,BH-R-2000.xlsx,
2000-08-22,primary,Campbell,R,,,CA-R-2000.xlsx,
2000-08-22,primary,Carbon,R,,,CB-R-2000.xlsx,
2000-08-22,primary,Converse,R,,,CK-R-2000.xlsx,
2000-08-22,primary,Crook,R,,,CV-R-2000.xlsx,
2000-08-22,primary,Fremont,R,,,FR-R-2000.xlsx,
2000-08-22,primary,Goshen,R,,,GO-R-2000.xlsx,
2000-08-22,primary,Hot Springs,R,,,HT-R-2000.xlsx,
2000-08-22,primary,Johnson,R,,,JO-R-2000.xlsx,
2000-08-22,primary,Laramie,R,,,LA-R-2000.xlsx,
2000-08-22,primary,Lincoln,R,,,LI-R-2000.xlsx,
2000-08-22,primary,Natrona,R,,,NA-R-2000.xlsx,
2000-08-22,primary,Niobrara,R,,,NI-R-2000.xlsx,
2000-08-22,primary,Park,R,,,PK-R-2000.xlsx,
2000-08-22,primary,Platte,R,,,PL-R-2000.xlsx,
2000-08-22,primary,Sheridan,R,,,SB-R-2000.xlsx,
2000-08-22,primary,Sublette,R,,,SH-R-2000.xlsx,
2000-08-22,primary,Sweetwater,R,,,SW-R-2000.xlsx,
2000-08-22,primary,Teton,R,,,TE-R-2000.xlsx,
2000-08-22,primary,Uinta,R,,,UI-R-2000.xlsx,
2000-08-22,primary,Washakie,R,,,WA-R-2000.xlsx,
2000-08-22,primary,Weston,R,,,WE-R-2000.xlsx,
2006-11-07,general,Albany,,,,,
2006-11-07,general,Big Horn,,,,,
2006-11-07,general,Campbell,,,,,
2006-11-07,general,Carbon,,,,,
2006-11-07,general,Converse,,,,,
2006-11-07,general,Crook,,,,,
2006-11-07,general,Fremont,,,,,
2006-11-07,general,Goshen,,,,,
2006-11-07,general,Hot Springs,,,,,
2006-11-07,general,Johnson,,,,,
2006-11-07,general,Laramie,,,,,
2006-11-07,general,Lincoln,,,,,
2006-11-07,general,Natrona,,,,,
2006-11-07,general,Niobrara,,,,,
2006-11-07,general,Park,,,,,
2006-11-07,general,Platte,,,,,
2006-11-07,general,Sheridan,,,,,
2006-11-07,general,Sublette,,,,,
2006-11-07,general,Sweetwater,,,,,
2006-11-07,general,Teton,,,,,
2006-11-07,general,Uinta,,,,,
2006-11-07,general,Washakie,,,,,
2006-11-07,general,Weston,,,,,
2006-08-22,primary,Albany,D,,,,20060822__wy__democratic__primary__albany.csv
2006-08-22,primary,Big Horn,D,,,,20060822__wy__democratic__primary__big_horn.csv
2006-08-22,primary,Campbell,D,,,,
2006-08-22,primary,Carbon,D,,,,
2006-08-22,primary,Converse,D,,,,
2006-08-22,primary,Crook,D,,,,
2006-08-22,primary,Fremont,D,,,,
2006-08-22,primary,Goshen,D,,,,
2006-08-22,primary,Hot Springs,D,,,,
2006-08-22,primary,Johnson,D,,,,
2006-08-22,primary,Laramie,D,,,,
2006-08-22,primary,Lincoln,D,,,,
2006-08-22,primary,Natrona,D,,,,
2006-08-22,primary,Niobrara,D,,,,
2006-08-22,primary,Park,D,,,,
2006-08-22,primary,Platte,D,,,,
2006-08-22,primary,Sheridan,D,,,,
2006-08-22,primary,Sublette,D,,,,
2006-08-22,primary,Sweetwater,D,,,,
2006-08-22,primary,Teton,D,,,,
2006-08-22,primary,Uinta,D,,,,
2006-08-22,primary,Washakie,D,,,,
2006-08-22,primary,Weston,D,,,,
2006-08-22,primary,Albany,R,,,,20060822__wy__republican__primary__albany.csv
2006-08-22,primary,Big Horn,R,,,,20060822__wy__republican__primary__big_horn.csv
2006-08-22,primary,Campbell,R,,,,
2006-08-22,primary,Carbon,R,,,,
2006-08-22,primary,Converse,R,,,,
2006-08-22,primary,Crook,R,,,,
2006-08-22,primary,Fremont,R,,,,
2006-08-22,primary,Goshen,R,,,,
2006-08-22,primary,Hot Springs,R,,,,
2006-08-22,primary,Johnson,R,,,,
2006-08-22,primary,Laramie,R,,,,
2006-08-22,primary,Lincoln,R,,,,
2006-08-22,primary,Natrona,R,,,,
2006-08-22,primary,Niobrara,R,,,,
2006-08-22,primary,Park,R,,,,
2006-08-22,primary,Platte,R,,,,
2006-08-22,primary,Sheridan,R,,,,
2006-08-22,primary,Sublette,R,,,,
2006-08-22,primary,Sweetwater,R,,,,
2006-08-22,primary,Teton,R,,,,
2006-08-22,primary,Uinta,R,,,,
2006-08-22,primary,Washakie,R,,,,
2006-08-22,primary,Weston,R,,,,
